"title","date","tags","article"
"和歌山電鉄と「貨客混載」　貴志川線で開始へ","2018年2月5日 11時29分","東京都,最新の経済ニュース,企業・産業,速報,経済","宅配大手・ヤマト運輸（東京都）と和歌山電鉄（和歌山市）は５日、宅配便を乗客とともに電車に乗せて運ぶ「貨客混載」事業を２月１６日に貴志川線で始めると発表した。車が通りにくい住宅密集地でスムーズに宅配できるよう、荷物を最寄り駅まで電車で運び、そこから自転車で各戸を回る。両社によると、ヤマト運輸の配達担当者が貴志川線田中口駅（和歌山市太田）で宅配便を納めた専用ボックス（幅６０センチ、奥行き８０センチ、高さ約１メートル）を下り列車に積み込み、自らも乗車。２．３キロ先の神前（こうざき）駅（同市神前）でボックスを列車から降ろし、自転車に乗り換える。ヤマト運輸によると、神前駅一帯の住宅地は道幅が狭く、対向車とのすれ違いや発進時の安全確認のため、宅配車での配送に時間がかかっていた。在宅率の高い朝方に素早く配達に回り、再配達を減らすことで担当者の負担軽減も目指す。この日は、ヤマト運輸の「クロネコ」の着ぐるみと和歌山電鉄の雌猫駅長「よんたま」も登場し、事業の協定を締結。和歌山電鉄の小嶋光信社長は「交通混雑を緩和し、お客様に早く荷物を届けられる。地域のお役に立てることになり、とてもよろこんでいる」と話した。【石川裕士、山成孝治】"
"［SIHH2018速報］薄型ウオッチ製造の先駆者ピアジェが打ち立てた2つの金字塔（GetNavi web）","2018年2月5日 11時00分","企業・産業",""
"長期有償型インターンシップ　産学官が連携、全国初","2018年2月4日 13時59分","行政,鳥取県,就職・転職,速報,教育,社会,企業・産業","大学生や専門学生の企業インターンシップについて、鳥取県や県内大学、商工団体は２０１８年度から「長期有償型」を導入する。産学官が連携した同様のインターンシップは全国初。企業と雇用契約を結んで１カ月以上働くことで、学生らに就職後の姿を具体的にイメージしてもらい、県内就職を促す狙いがある。【小野まなみ】県就業支援課によると、１７年３月に県内の大学や高専を卒業した学生の県内就職率は２７．１％（前年２９．１％）と低迷。県外進学後に就職した県内出身者でＵターンした人も、４１．８％にとどまった。県や県内大学、商工団体でつくる「県インターンシップ推進協議会」は１４年度から、雇用契約を結ばない１週間程度のインターンシップを実施していた。今回、働くことへの実感をより持ちやすくし、意欲向上につなげてもらおうと「長期有償型」の導入を決めた。短期型よりも県内企業に関心を持つきっかけになるだけでなく、企業側も学生の柔軟なアイデアを取り入れたり、職場の活性化が期待できたりするメリットがある。期間は原則１カ月以上だが、場合によっては２週間以上でも可能。学年は問わず、県外からも参加できる。春、夏の長期休暇での実施を想定し、学校によっては単位認定する。学生には最低賃金以上の給与が支払われ、県からは交通費や宿泊費の助成もある。学生や企業の相談に応じる専門のコーディネーターも配置する。今夏からの実施を予定しており、現在、製造業やサービス業など５０社程度が導入を検討しているという。県は短期型も含めた関連費用約４０００万円を新年度一般会計当初予算案に盛り込む予定だ。"
"高速AFや4K連写で瞬間を逃さないミラーレスカメラ「富士フイルム X-A5」（GetNavi web）","2018年2月4日 11時00分","企業・産業",""
"アイコンはブランドとともに進化を続ける［SIHH2018／パネライ編］（GetNavi web）","2018年2月4日 11時00分","企業・産業",""
"ディズニー新パーク　次は「空」　２２年度にも","2018年2月4日 07時30分","千葉県,最新の経済ニュース,企業・産業,速報,経済","東京ディズニーリゾート（ＴＤＲ、千葉県浦安市）を運営するオリエンタルランドは、建設準備を進めている第３のパークのテーマを「空」にすることで検討に入った。空や宇宙をテーマにしたアトラクションやエリアの建設を検討しており、名称を「ディズニースカイ」とする案も浮上している。２０１９年度に着工し、３年間かけて建設して２２年度の開業を目指す。「陸」がテーマのディズニーランドは米国やフランス、中国などにもあるが、「海」をテーマとするディズニーシーは世界で唯一、日本だけにある。同社の関係者は「ディズニーシーのように世界に一つしかないパークを造りたい」として、ディズニーリゾートとして世界で初めて「空」をテーマに据え、宇宙旅行やジェット機での飛行を疑似体験できるアトラクションの導入などを検討している。シニア層まで楽しめるパークにするため、動く歩道などを整備し、パーク内を長距離歩かなくても回遊できるよう工夫する方針だ。ＴＤＲの年間来場者数は約３０００万人で推移しており、混雑緩和が課題。新パークでは、紙の入場券ではなく、スマートフォンを使った電子認証で入退場できるようにする方向だ。園内に設置するセンサーなどで来場者の移動データやアトラクション利用データを収集分析し、ピーク時の分散化を図ることも検討している。新パーク構想は４月下旬～５月上旬の発表を目指して、詳細な検討を進めている。既存の駐車場を立体化して空いた敷地に建設する予定だ。【今村茜】"
"電動ズーム搭載のコンパクトな標準ズームレンズ「フジノンレンズ XC15-45mmF3.5-5.6 OIS PZ」（GetNavi web）","2018年2月3日 11時00分","企業・産業",""
"［SIHH2018速報］スパイダーマンが文字盤に出現!? ロマン・ジェロームらしさ全開のユニークコラボが登場（GetNavi web）","2018年2月3日 11時00分","企業・産業",""
"「ものづくりベンチャー企業」支援拠点を整備","2018年2月3日 10時02分","経済,最新の経済ニュース,企業・産業,速報","経済産業省は、「ものづくり」を手がけるベンチャー企業の製品試作を支援するネットワーク作りに乗り出す。製品のアイデアを持つベンチャー企業と、既存の町工場のものづくり技術を結びつける拠点「スタートアップファクトリー」を民間施設の中から選定し、２０１８年度から設備導入補助や人材育成支援を実施する。ベンチャー企業が、市販レベルの製品を試作する段階で事業に行き詰まる「量産化の壁」を解消する狙い。人工知能（ＡＩ）やロボットなどの技術革新が進む中、ＡＩを搭載したスピーカー「ＡＩスピーカー」などソフトと製品を一体化したビジネスが拡大している。こうした新たな技術のビジネス化には、柔軟な発想を持つベンチャー企業の役割が期待されている。国内では、ものづくりベンチャーの事業化を支援するため、印刷感覚で立体物を成形する「３Ｄプリンター」などをそろえた民間が運営する施設が生まれている。しかし、こうした施設では試作品を製造できるものの、市販レベルまで製品の完成度を高めるまでのサポート体制は十分整っていない。製品の安全性や耐久性を市販レベルに高めるには、設計、金型、成形、品質試験など平均約２０社の協力が必要とされる。しかし、ベンチャー企業にはどの工場と取引すればいいか情報が不足しているほか、工場との商談で単価や納期について認識が食い違い、事業化に行き詰まるケースもあるという。一方、中国広東省・深センでは、製造メーカーが将来の受注を見越してベンチャー企業の開発支援を活発に行っており、量産化試作の世界的な拠点に成長している。東京・六本木で会員制のものづくり施設を運営する「テックショップ東京」を経営するテックショップジャパンの有坂庄一社長は「事業化を目指す会員に深センの企業から支援の声がかかっている。このままでは事業アイデアが海外に流出してしまう」と警鐘を鳴らす。そこで経産省は、ベンチャー企業の量産試作から市場投入までを支援する国内拠点作りを進める。民間運営のものづくり施設のなかから５カ所程度を選定し、製造設備の導入費や製造工程などに関する研修事業の２分の１を補助。町工場や大企業、ベンチャー向け投資会社などとの連携も促し、ベンチャー企業の事業化を支援するネットワークの要に育てたい考えだ。【中井正裕】"
"社長に荒木氏　三菱東京ＵＦＪ銀行副頭取","2018年2月2日 22時22分","経済,最新の経済ニュース,企業・産業,速報","三菱ＵＦＪモルガン・スタンレー証券は、長岡孝社長（６３）の後任に荒木三郎三菱東京ＵＦＪ銀行副頭取（６０）を起用する人事を固めた。三菱ＵＦＪフィナンシャル・グループの指名・ガバナンス委員会の承認を経て、４月１日に就任する見通し。荒木氏は三菱ＵＦＪ証券ホールディングス社長も兼務。長岡氏は同社会長に就く。【宮川裕章】"
"20年前の古いデジカメを今使うとどうなる？［ナックルの挑戦状］（GetNavi web）","2018年2月2日 20時00分","企業・産業",""
"世界出荷台数、初の減少　１７年、市場が飽和","2018年2月2日 19時26分","中国,アメリカ,韓国,企業・産業,速報,経済,最新の経済ニュース","米調査会社ＩＤＣが１日発表した２０１７年のスマートフォンの世界出荷台数（速報値）は、前年比０．１％減の１４億７２４０万台となった。０７年に登場した米アップルの「ｉＰｈｏｎｅ（アイフォーン）」をきっかけに拡大を続けてきた市場が縮小するのは初めてとみられる。普及が進み市場が飽和したほか、買い替えまでの期間が延びた。メーカー別では、韓国のサムスン電子が１．９％増の３億１７３０万台で首位を維持。２位アップルは０．２％増の２億１５８０万台にとどまった。中国勢は好調で、３位の華為技術（ファーウェイ）は９．９％増だった。（共同）"
"「おかめ納豆」２７年ぶり値上げ　１～２割","2018年2月2日 19時03分","茨城県,企業・産業,食,速報,ライフ,経済,最新の経済ニュース","「おかめ納豆」で知られる納豆メーカー最大手のタカノフーズ（茨城県小美玉市）は４月以降、輸入大豆を使う主力商品の出荷価格を２７年ぶりに引き上げる。業界大手のあづま食品（宇都宮市）も足並みをそろえ、値上げ幅は両社とも１～２割。近年の円安傾向で原材料費がかさんでいるといい、栄養豊富で家計にもやさしい食品に値上げの波が及んできた。納豆になる輸入大豆は遺伝子組み換えでないもの。農林水産省によると、この輸入大豆は中国で豆腐用などの需要も膨らんで相場が上がり、輸入商社と卸の１７年の平均取引価格は０１年の１．７倍になった。加えて、人手不足による物流費高騰などが響いた。（共同）"
"品質検査行わず　２１品目、取引先１２１社","2018年2月2日 16時38分","経済,最新の経済ニュース,企業・産業,速報","石油元売り大手コスモエネルギーホールディングス子会社の丸善石油化学（東京都中央区）は２日、合成樹脂の原料となるプロピレンなど化学製品について、取引先との契約で必要だった出荷時の品質検査を行っていなかったと発表した。製品の安全性に問題はないという。対象製品が出荷された可能性のある取引先は１２１社に上り、順次説明しているという。品質検査を行っていなかったのは同社千葉工場（千葉県市原市）と四日市工場（三重県四日市市）が製造したプロピレンやベンゼンなど２１品目で、２０１６年度の出荷量の約３割に相当する。両工場では、不純物の混入状況など一部検査項目を実施していなかったにもかかわらず、検査結果が記入された書類を取引先に提示していた。東京都内で記者会見した同社の鍋島勝（なべしままさる）社長は「ご迷惑とご心配をお掛けし、深くおわび申し上げる」と陳謝した。日本経団連の要請を受け、昨年１２月から始めた社内調査で発覚。現時点で法令違反は確認されていないという。同社は外部弁護士を加えた社内調査委員会を設置し、今年４月をめどに原因究明と再発防止策の策定を行う。【中井正裕】"
"コードレス掃除機、どれが買い？――GetNaviが贈るお悩み解決バラエティ番組「クラベスト」第2回放送中!!（GetNavi web）","2018年2月2日 15時10分","ライフ,企業・産業",""
"社長に吉田氏が昇格　平井氏は会長に","2018年2月2日 14時00分","経済,最新の経済ニュース,企業・産業,速報","ソニーは２日、吉田憲一郎副社長兼最高財務責任者（ＣＦＯ）（５８）が４月１日付で社長兼最高経営責任者（ＣＥＯ）に昇格する人事を発表した。平井一夫社長兼ＣＥＯ（５７）は代表権のない会長に就く。ソニーの２０１８年３月期の連結営業利益は２０年ぶりに過去最高を更新する見通しで、業績回復にめどがついたことから新体制に移行する。吉田氏は記者会見で「守るところは守り、攻めるところは攻める。バランスをしっかり取って経営したい」と抱負を語った。吉田氏は副社長として平井氏とともに経営立て直しを進めてきた。平井氏は「新しい中期経営計画を進める段階で、バトンタッチすることがソニーにとって良いと判断した」と述べた。平井氏は１２年４月に４期連続の最終赤字で退任したハワード・ストリンガー氏の後任として社長に就任。主力のテレビ事業が業績不振に直面する中、右腕である吉田氏と、人員削減やエレクトロニクス部門などの分社化を進め、パソコン事業を売却するなど構造改革に取り組み、赤字体質から脱却させた一方で、スマートフォンのカメラ向け半導体や「プレイステーション」のゲーム事業、音楽関連事業など収益の柱を育てた。【古屋敷尚子】"
"インフルエンサー、商品やサービスのＰＲに活用","2018年2月2日 14時00分","経済,最新の経済ニュース,企業・産業,速報","ブログやＳＮＳ（ソーシャル・ネットワーキング・サービス）で影響力を持つ「インフルエンサー」と呼ばれる人をＰＲに活用する企業が増えている。企業が直接メッセージを発信するより、消費者に近い視点を持つインフルエンサーが間接的に情報発信すれば共感を得やすいと注目されている。「ここが日本で一番広い百貨店。欲しいものは全てそろいます」。１月中旬、近鉄百貨店あべのハルカス近鉄本店（大阪市阿倍野区）で、東京都に住む中国人の陳寧欣（ちん・ねいしん）さん（２７）がスマートフォンに語りかけた。百貨店の依頼を受けて来店した陳さんは、中国の動画配信アプリでライブ配信し、１時間半にわたり化粧品やバレンタイン関連売り場などを紹介。累計１４７万人が視聴した。陳さんは２０１２年に来日、中国版ツイッター「微博（ウェイボー）」で日本の流行や観光情報を発信し始めた。「日本ちゃん」の愛称で人気を集めフォロワーは１４５万人まで増え、これまでに着物レンタル店など数十社のＰＲを担った。報酬は微博への１回の投稿につき２０万円程度で、これで生計を立てている。近鉄百貨店は訪日中国人客を呼び込もうと、１７年６月から中国人インフルエンサーを活用。担当者は「観光地図や雑誌への広告掲載に比べ、費用対効果が高い」と話す。１７年３～１１月の免税売上高は９７億円と前年同期比５．４倍に伸びている。セントレジスホテル大阪（大阪市中央区）は１６年末から、海外のインフルエンサーに無料で宿泊を提供。情報発信した国からの宿泊客が増えるなど「接点のなかった人に情報が届いている」（担当者）と効果を実感する。デザートビュッフェの試食会などには報道関係者とともにインフルエンサーを招待している。商品やサービスを実際に利用してもらって宣伝するのが一般的だが、企業側も関わるケースもある。大丸梅田店（大阪市北区）は、大阪府立登美丘高校ダンス部の「バブリーダンス」で話題になった振付師のアカネさん（２５）と共同で店舗のＰＲ動画を製作。アカネさんが１５万人のチャンネル登録者を持つ動画投稿サイト「ユーチューブ」などで先月２４日から公開している。百貨店になじみの薄い若い女性にアピールするのが狙いだ。約２００人のインフルエンサーを抱えるＰＲ会社「ＴＲＥＮＤ」（大阪市）の担当者は「企業広告を煩わしく感じる若者は多い。自分に近しい存在から得る情報は共感を呼び、購買につながる」と指摘する。始まったばかりのＰＲ手法に課題もある。例えば、宣伝だとうたわない「ステルスマーケティング」は景品表示法に抵触する可能性があるため、ＴＲＥＮＤは必ず投稿に「ＰＲ」と明記するよう徹底している。【岡奈津希】"
"［SIHH2018速報］名門ミネルバとの深化で変わるモンブランのウオッチメイキング（GetNavi web）","2018年2月2日 11時00分","企業・産業",""
"アップル売上高、過去最高　アマゾン、グーグルも","2018年2月2日 07時53分","アメリカ,最新の経済ニュース,企業・産業,速報,経済","アップル、アマゾン・コムと、グーグルの持ち株会社アルファベットの米ＩＴ大手３社が１日、２０１７年１０～１２月期決算を発表し、いずれも売上高が過去最高を更新した。高い競争力を背景に収益が拡大した。年末商戦が好調だった。アップルは売上高が前年同期比１３％増の８８２億９３００万ドル（約９兆６０００億円）、最終（当期）利益は１２％増の２００億６５００万ドルと４四半期連続で増収増益。スマートフォン「ｉＰｈｏｎｅ（アイフォーン）」の世界販売台数は１％減の７７３１万６０００台だった。一方、高級化路線で収益が改善し、過去最高益となった。（共同）"
"中部空港で実証実験開始　訪日観光客向け","2018年2月1日 20時20分","愛知県,最新の経済ニュース,企業・産業,速報,経済","国土交通省中部運輸局と中部国際空港利用促進協議会は１日、訪日観光客向けＩＣカード乗車券「セントラル・ジャパン・トラベル・カード」を中部空港（愛知県常滑市）で販売する実証実験を始めた。利用履歴が残る特性を生かして訪問先などを調べ、今後の観光施策に生かしたい考えだ。カードは、名鉄と名古屋市営地下鉄が導入しているｍａｎａｃａ（マナカ）をベースにした。実験は３月１０日までで、３０００枚を売る。デポジット（預かり金）５００円を含め１枚２０００円。１５００円分のカードとして交通機関などで使え、チャージもできる。東海北陸９県の観光施設など約６００カ所で特典がある「昇龍道ウェルカムカード」としても利用できる。空港内のトラベルセンターなど２カ所で販売。初日は約４０枚が売れた。来年度以降に正式に発売する。同種のカードは、関西経済連合会などが昨年度から、ＪＲ西日本のＩＣＯＣＡ（イコカ）ベースの「関西ワンパス」を売っている。初年度は６万枚、今年度はこれまで約１５万枚を売り上げた。【黒尾透】"
"４～１２月期営業黒字７１８億円　不正影響軽微","2018年2月1日 19時36分","経済,めっちゃ関西,最新の経済ニュース,企業・産業,速報","神戸製鋼所が１日発表した２０１７年４～１２月期連結決算は、売上高が前年同期比１３．３％増の１兆３７９３億円、本業のもうけに当たる営業損益が前年同期の４２億円の赤字から７１８億円の黒字に転じた。昨年１０月に発覚したアルミ・銅製品などの品質データ改ざん問題による販売減少は数％にも満たず、「影響は軽微だった」という。鉄鋼、アルミとも自動車向け需要が増えた。１８年３月期の通期業績は売上高が前期比１１．４％増の１兆８９００億円、最終（当期）損益は４５０億円の黒字になるとの見通しを示した。実現すれば、３期ぶりの増収と最終黒字。前期は２３０億円の最終赤字だった。通期業績予想には、品質データ改ざん問題に伴う取引先への補償費用など１００億円の経常損益の悪化要因を織り込んだ。補償費用は取引先企業の検査や部品交換の費用という。ただ、経常損益も前期の赤字から一転し、６００億円の黒字確保を見込んでいる。１日の決算発表会見で、同社の河原一明常務執行役員は不正があったアルミ・銅製品などについて「安全性の検証が一定程度終わり、補償費用はあまり大きな金額にならなかった」と説明。「我々しか生産できない製品があり、（他社への）代替が難しいため（販売減の）影響はあまり出ていない」と語った。しかし、同社は米国司法当局から検査データの関係書類を提出するよう求められ、制裁金などを科される可能性がある。カナダでは自動車ユーザーから損害賠償訴訟を起こされている。河原常務は「訴訟は数年かかるケースもあり、影響額は把握できない」と述べた。【川口雅浩】"
"寒波で２日の使用率　今冬最大の９９％と予測","2018年2月1日 19時23分","経済,最新の経済ニュース,企業・産業,速報","東京電力は１日、強い寒波による暖房の利用増加で需給が切迫するとして、２日の管内の電力使用率が今冬最大の９９％になるとの見通しを発表した。「非常に厳しい」水準とされ、他の電力に最大２５０万キロワットの融通を要請した。家庭にも節電の協力を呼び掛けている。２日のピークとなる午前９時台に、供給力が５１３３万キロワットに対し、需要が５１０３万キロワットまで上昇すると見込まれる。融通を受けなければ供給余力が落ち込み、停電の発生などにつながる恐れもある。要請を受け、東北電力や中部電力などが供給を始めた。（共同）"
"常石造船と商船分野で業務提携へ　協議開始合意","2018年2月1日 19時20分","広島県,最新の経済ニュース,企業・産業,速報,経済","造船メーカーの三井造船は１日、常石造船（広島県福山市）と商船事業分野での業務提携に向けて協議を始めることで合意したと発表した。ばら積み船などの建造やコスト競争力の強化、受注拡大を目指して協力する。国内の造船業は中国や韓国勢に押されており、提携によって対抗する。三井造船は４月に持ち株会社化して造船部門を別会社にする。この造船会社が中心となって２０１８年秋までに常石造船との提携をまとめたい考えだ。将来的には資本提携に発展する可能性もある。三井造船は市況の低迷を受け、１７年３月期に船舶事業の営業損益が赤字になるなど苦戦しており、他社との提携を模索してきた。（共同）"
"レトルト市場がルーを上回る　高齢世帯増など背景","2018年2月1日 19時06分","経済,最新の経済ニュース,企業・産業,速報","高齢世帯や共働き世帯の増加を背景に、レトルトカレーの需要が高まっている。一方、家庭などで調理するカレールーの消費は減少傾向が続き、２０１７年にレトルトカレー市場の規模（購入額ベース）が初めてルー市場を上回った。メーカー各社は高齢者向け少量パックや、糖質や塩分を抑えた健康志向の商品などを次々と提案し、更なる需要拡大を狙っている。【今村茜】長期保存できるレトルトカレーは従来、災害時の非常食として購入されることも多かった。１１年の東日本大震災時にも非常食として買われ、これをきっかけにレトルトカレーの進化を知った消費者も少なくないという。エスビー食品の担当者は「久しぶりにレトルトを食べた人が昔に比べおいしくなっていることに気づき、日常食として購入するようになった」と指摘する。また、少子高齢化や女性の社会進出も需要拡大を後押しした。ルーを使った家庭の手作りカレーは、一度に食べきれない高齢世帯や単身世帯には向かない上、共働き世帯は調理に時間や手間をかけることを敬遠するようになったからだ。市場調査会社「インテージ」の調査によると、レトルトカレーの購入額は、この１５年間で約２割拡大。逆にルーは約２割減少している。１７年はレトルトが４６１億円に対し、ルーは４５６億円にとどまり、初めて購入額が逆転した。需要拡大を受けて、各メーカーはレトルト商戦に力を入れている。エスビー食品は、カレーを少量だけ食べたいという高齢女性らのニーズに応え、「食べ方チョイス」シリーズを２月１２日に発売する。レトルトカレーの容量は通常１袋２００グラム前後だが、６５～７５グラムに減らし「チキンマサラ」や「キーマ」など６種の味を食べ比べられるようにした。大塚食品も高齢者の取り込みを図る。１６年から病院内の売店や調剤薬局限定でレトルトカレー「マイサイズ　いいね！プラス」シリーズを発売。塩分を抑えた欧風カレーや、たんぱく質を多く摂取できるキーマカレーを売り出したほか、昨年３月には糖質の吸収を抑制する機能を付加した欧風カレーも投入。健康志向にも訴え、売り上げ増を狙う。ハウス食品は共働き世帯向けに本格的なカレーの味を手軽に楽しめる商品を提供。１６年に発売した「プロクオリティ」シリーズは、ほぐれるまで煮込んだ肉や煮とけたタマネギが凝縮された本格派の味わいが売り物だ。「４袋入りで４００円程度で販売されることが多い」（ハウス食品）という価格の手ごろさも消費者に好感されており、発売２年弱で約５０億円を売り上げた。家庭向けレトルトカレーの“元祖”ともいえる大塚食品は１３年からほぼ全ての商品を箱ごと電子レンジで温められるようにし、手軽さもアピールしている。調理後に殺菌して長期保存できるようにした食品。レトルトは高圧で加熱、殺菌する装置を意味し、オランダ語が語源。１９５０年ごろ、米国で軍隊向け携帯食として開発され、６９年に人類初の月面着陸を成し遂げたアポロ１１号の宇宙食に採用されたことで広く知られるようになった。市販品として家庭で食べられるようになったのは、６８年に大塚食品が発売したレトルトカレー「ボンカレー」が世界初。５年後に年間１億食を販売するヒット商品となった。日本缶詰びん詰レトルト食品協会によると、現在、国内で１００社超が５００種類以上のレトルト食品を生産。１６年のレトルト食品生産量は約３６万トンにのぼり、うち４割をカレーが占める。"
"スマホ用充電池の規制を強化　発火事故多発で","2018年2月1日 17時35分","経済,最新の経済ニュース,企業・産業,速報","経済産業省は１日、スマートフォンの充電に使われる「モバイルバッテリー」の規制を強化すると発表した。発火事故などが多発しているためで、電気用品安全法の基準を満たしていない製品は来年２月から輸入や販売ができなくなる。スマートフォンは動画の視聴やゲームに使うと電池の容量が早くなくなるため、若い世代を中心に手軽に持ち運べるモバイルバッテリーが普及していた。ただ、製品評価技術基盤機構（ＮＩＴＥ）によると、２０１６年度に事故が５２件あり、年々増加していた。モバイルバッテリーのほか、一部の電子たばこの器具も規制の対象になるという。（共同）"
"１６万台リコール　エンストの恐れ","2018年2月1日 17時04分","経済,最新の経済ニュース,企業・産業,速報","マツダは１日、ディーゼルエンジンに不具合があり、エンストする恐れがあるとして「デミオ」「ＣＸ－３」「アクセラ」（２０１４年８月～１７年１０月生産）の計１５万８７８５台のリコールを国土交通省に届け出た。国交省によると、低い速度で加減速を繰り返すと、燃料の燃焼時に発生するすすの量が増え、排気バルブが動きにくくなり、エンジンが停止する可能性がある。このうち大半の１５万８２８６台は、エンジンの制御プログラムにも不具合があり、空ぶかしした際に異常燃焼しても保護機能が働かず、エンジンが破損する恐れがある。（共同）"
"コレは夜ランの味方! JBL×アンダーアーマーのLED内蔵ワイヤレスイヤホン「UA SPORT WIRELESS FLEX」（GetNavi web）","2018年2月1日 16時50分","家電,企業・産業,ライフ",""
"マリオのアニメ映画、製作へ　米と共同で","2018年2月1日 13時21分","経済,最新の経済ニュース,企業・産業,映画,速報,カルチャー","任天堂は１日、東京都内で経営方針説明会を開き、人気ゲーム「スーパーマリオ」のアニメ映画を製作すると発表した。任天堂と米ユニバーサル・ピクチャーズが共同出資し、ユニバーサルが世界に配給する予定。「怪盗グルー」や「ミニオンズ」などのヒット作を手がけた米アニメ製作会社、イルミネーション・エンターテインメントと共同製作する。既に脚本の打ち合わせなどを進めているという。公開時期などは未定。説明会で任天堂の君島達己社長は「世界中の方々を笑顔にできる、良いものに仕上げたい」と語った。スーパーマリオを題材とした映画は１９９３年に米国で実写版が作られた。任天堂は本業のゲームの世界観を広めるため、人気キャラクターを使ったゲーム以外のビジネスにも力を入れている。昨年からカジュアル衣料品店「ユニクロ」と提携し、世界各国の店舗で「ポケットモンスター」などをあしらったＴシャツを販売している。同社はまた、家庭用ゲーム機「ニンテンドースイッチ」の有料オンラインサービスを９月から開始することも発表した。複数のゲーム機をインターネット回線でつなぐ対戦ゲームはこれまで無料だったが、９月以降は有料になる。「バルーンファイト」など過去の人気ゲームのシリーズ配信も予定している。スイッチについて宮本茂代表取締役フェローは「我々の究極の野望は１人１台（への普及）。サッカーゲームなど通信でつないでみんなで手軽に対戦できるのが最大の魅力だ」と語った。スイッチは昨年３月の発売以降、世界で１４００万台超が出荷されており、来年度は２０００万台の販売目標を掲げる。４月には段ボールとゲーム機を組み合わせた「ニンテンドーラボ」を発売するなど、新たな遊びを提案しながら、幅広い層への普及を目指す考えだ。【土屋渓】"
"有料オンライン９月から　ニンテンドースイッチ用","2018年2月1日 12時25分","経済,最新の経済ニュース,企業・産業,速報","任天堂は１日、家庭用ゲーム機「ニンテンドースイッチ」向け有料オンラインサービスの開始時期を９月にすると発表した。インターネットを通じた友人などとの対戦や協力プレーはこれまで無料だったが、有料になる。ゲームと連動したスマートフォン向けアプリを配信するほか、「スーパーマリオブラザーズ３」など懐かしのゲームもプレーできるようにする。当初は２０１７年秋の開始予定だったが、サービスを充実させるためとして延期していた。料金は１カ月プランが３００円。３カ月プランなら８００円、１２カ月プランなら２４００円と割安になる。（共同）"
"［SIHH2018速報］創業150周年を迎えたIWCは魅惑のアニバーサリー限定を続々発表（GetNavi web）","2018年2月1日 11時00分","企業・産業",""
"赤字　税制改革の費用計上で","2018年2月1日 09時25分","経済,最新の経済ニュース,企業・産業,速報","米ＩＴ大手マイクロソフトが１月３１日発表した２０１７年１０～１２月期決算は、純損益が６３億２００万ドル（約６８００億円）の赤字だった。米税制改革に伴う会計処理で、１３８億ドルを費用計上したことが要因。売上高は、前年同期比１２％増の２８９億１８００万ドル。ネットワークを通じて情報を処理するクラウドサービスが好調だった。ナデラ最高経営責任者（ＣＥＯ）は声明で、あらゆる機器をネットワークでつなぐ「モノのインターネット（ＩｏＴ）」や、人工知能（ＡＩ）をクラウドと連携させ、成長力を高める戦略を示した。（共同）"
"４７％増収　３四半期連続過去最高更新","2018年2月1日 08時56分","アメリカ,最新の経済ニュース,企業・産業,速報,経済","交流サイト大手の米フェイスブックが１月３１日発表した２０１７年１０～１２月期決算は、売上高が前年同期比４７％増の１２９億７２００万ドル（約１兆４０００億円）と３四半期連続で過去最高を更新した。広告収入が大幅に拡大した。純利益は２０％増の４２億６８００万ドル。昨年１２月時点の月間利用者数は２１億２９００万人で、１年前と比べ１４％増えた。毎日使う人も１４％増の１４億１００万人。業績は好調だが、米大統領選を巡る広告などに対し、社会的な批判を浴びた。ザッカーバーグ最高経営責任者（ＣＥＯ）は声明で改革を進める姿勢を強調した。（共同）"
